Time,x,y,z,q0,q1,q2,q3,u,v,w,p,q,r,VBS,LCG,DS,DR,RPM1,RPM2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0.0,0.0,0.0,0.0
0.010003334444814937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003306823055932187,0.0,50.0,45.15,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.020006668889629875,0.0,0.0,0.0,1.0,0.0,1.6534115279660935e-06,0.0,0.05424661546286766,0.003529197512832989,0.003555938505120285,0.016103616514914893,-0.03926948351556714,0.026256731979901606,50.0,45.3,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.030010003334444812,0.0005424662722143049,3.5291975128329895e-05,3.555759121142124e-05,1.000000000324643,8.051829964038111e-05,-0.0001946940060496012,0.00013128352676980266,0.10720807241025865,0.006980580083177529,0.006975667013943263,0.020877307734792176,-0.07581243843871995,0.05140811007673078,50.0,45.449999999999996,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.04001333777925975,0.0016145013862598374,0.00010536799515315228,0.00010574297089904414,0.9999998843732933,0.00018490455546496114,-0.0005737631787983706,0.000388313871224019,0.15892530296165816,0.010348598982205135,0.010247706613670768,0.017212619710729266,-0.10975856782827093,0.07551986777778252,50.0,45.599999999999994,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.05001667222407469,0.003203554917831624,0.00021004992437716798,0.0002100821237233352,0.9999994069557168,0.0002709640831679584,-0.0011225922771879555,0.0007658610185840504,0.2094363045293342,0.013625972089666132,0.013362955827541094,0.007307390341859133,-0.1414608883229658,0.09864399548670044,50.0,45.74999999999999,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.060020006668889625,0.005297401465777353,0.0003494435217575825,0.00034848802872460515,0.9999982253034908,0.0003074890117654192,-0.0018300017023608738,0.0012589298845381534,0.25877667677928756,0.016804595977452555,0.016314160209836052,-0.0071495067424030175,-0.17119262861242535,0.12082307409466758,50.0,45.89999999999999,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.07002334111370456,0.007884122424030065,0.0005239005375442968,0.000521204285064062,0.9999959093442748,0.0002717136333742544,-0.0026861934556840898,0.001862715119091484,0.3069799918862681,0.019876155268982877,0.019095522075940227,-0.02484826489910911,-0.19916688403075672,0.14209319583480698,50.0,46.04999999999999,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.0800266755585195,0.010952090296636468,0.0007339867691398341,0.0007287578949126777,0.9999919447078234,0.00014741948408136154,-0.0036824469875998,0.0025725729590101447,0.35407806354412974,0.022832529900468256,0.021702411707159506,-0.0447647927946529,-0.22555094829927602,0.16248598456830837,50.0,46.19999999999999,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
0.09003001000333444,0.014489954860841887,0.0009804547052548426,0.0009719189519904547,0.9999857347842341,-7.649271782094217e-05,-0.004810885908659513,0.0033840042053092105,0.400101138442537,0.02566606159457503,0.024131151240577374,-0.06609322174711982,-0.25047681895078694,0.182029980451356,50.0,46.34999999999999,0.12217304763960307,-0.12217304763960307,1000.0,1000.0
