Time,x,y,z,q0,q1,q2,q3,u,v,w,p,q,r,VBS,LCG,DS,DR,RPM1,RPM2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0.0,0.0,0.0,0.0
0.010003334444814937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003306823055932187,0.0,49.9,44.85,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.020006668889629875,0.0,0.0,0.0,1.0,0.0,1.6534115279660935e-06,0.0,0.054555198393404475,-0.0025289646595728753,0.0030490191540313767,-0.011478141139424506,-0.03585876636521597,-0.018815409115881074,49.8,44.7,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.030010003334444812,0.0005455520847567302,-2.5289646595728753e-05,3.048838749626838e-05,1.0000000002964464,-5.739086124511576e-05,-0.00017764042029786868,-9.407695068882238e-05,0.10800423949521964,-0.005001785028612824,0.00602515023665378,-0.022602284200562456,-0.07060784086501712,-0.037244362050458064,49.699999999999996,44.550000000000004,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.04001333777925975,0.001625563574801302,-7.550377004165082e-05,9.112935514198438e-05,0.9999999135774127,-0.00017040241210978323,-0.0005306796725691853,-0.0002802985710444781,0.16036293600735801,-0.0074098474478085825,0.008909729757358133,-0.03310565534762856,-0.1026261509728434,-0.05528110028142297,49.599999999999994,44.400000000000006,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.05001667222407469,0.003229055671167048,-0.0001504705370218197,0.0001819540081059473,0.9999995355869077,-0.0003359278036707158,-0.0010438110303963542,-0.000556704422432908,0.21164699602826126,-0.009745086440188474,0.011687007332240495,-0.04275935073511661,-0.13092460941451348,-0.0729197106445267,49.49999999999999,44.25000000000001,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.060020006668889625,0.005345167200160276,-0.00025019767311423033,0.0003033083363290947,0.999998577490529,-0.0005497082552414995,-0.0016984370396648596,-0.0009213059572891671,0.26187187544977086,-0.011999943745969407,0.014345147923283617,-0.05138877167750536,-0.15493203008340112,-0.09015357999812212,49.39999999999999,44.10000000000001,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.07002334111370456,0.007963157924819497,-0.0003748590527552402,0.00045578854182163806,0.9999967052408394,-0.0008065996933032424,-0.0024731066938667415,-0.0013720835135844181,0.3110527122242077,-0.014167341392239026,0.016876607812252115,-0.05888205416914173,-0.17450882767537876,-0.10697524595615335,49.29999999999999,43.95000000000001,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.0800266755585195,0.011072411572098585,-0.0005247817021574958,0.0006401720541505762,0.9999935759832222,-0.0011008830884742323,-0.0033456745342155263,-0.001906981744318327,0.3592043381866147,-0.016240669844453458,0.019277897342145557,-0.06519002480151966,-0.18987213762657293,-0.12337661967785406,49.19999999999999,43.80000000000001,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.09003001000333444,0.014662438680272566,-0.0007004332459176706,0.0008573522172689144,0.9999888645210824,-0.0014265771218567875,-0.004295085142633778,-0.002523905282495802,0.4063413433604685,-0.0182137887435719,0.021548909532508105,-0.070319117738344,-0.20147457877121178,-0.13934944606922586,49.09999999999999,43.65000000000001,0.10471975511965978,0.08726646259971647,1000.0,1000.0
0.10003334444814937,0.01872287930210957,-0.0009024098094727509,0.001108282320989008,0.9999822776815854,-0.001777717915966565,-0.0053025510804314375,-0.0032207161956517953,0.4524781609796365,-0.020081035575468687,0.02369205757697818,-0.07431983997246869,-0.20988114396761542,-0.15488583424909996,48.999999999999986,43.500000000000014,0.10471975511965978,0.08726646259971647,1000.0,1000.0
