Time,x,y,z,q0,q1,q2,q3,u,v,w,p,q,r,VBS,LCG,DS,DR,RPM1,RPM2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,0.0,0.0,0.0,0.0
0.010003334444814937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003306823055932187,0.0,49.9,45.15,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.020006668889629875,0.0,0.0,0.0,1.0,0.0,1.6534115279660935e-06,0.0,0.04432488313194865,-0.0016422760767529712,-0.0020604948805523124,-0.007462236738605453,0.0018688426988647832,-0.012217646901092106,49.8,45.3,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.030010003334444812,0.00044324876318014314,-1.6422760767529712e-05,-2.060641455086538e-05,0.9999999999845501,-3.7311284696967426e-05,1.0997625022277237e-05,-6.108817281463579e-05,0.0878386763970958,-0.0032516328984297784,-0.004083823512329377,-0.01474577942250051,0.003358153088857319,-0.024207517242755373,49.699999999999996,45.449999999999996,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.04001333777925975,0.0013216306492498636,-4.904945562292952e-05,-6.146153938711496e-05,0.9999999896550068,-0.00011104048702492651,2.778837831830137e-05,-0.0001821255743532675,0.13055033331886834,-0.004822880008192566,-0.006070122241211078,-0.021728192962539614,0.004797060781833534,-0.03596458778023452,49.599999999999994,45.599999999999994,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.05001667222407469,0.0026271129506863027,-9.776727041604569e-05,-0.00012222455185713243,0.999999944174593,-0.00021968207797471017,5.177350034394944e-05,-0.00036194815347766586,0.1724689656759179,-0.006351157439268574,-0.008019556005496326,-0.028298927897834076,0.006184159137161006,-0.047484341404769204,49.49999999999999,45.74999999999999,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.060020006668889625,0.00435174785520292,-0.00016256258963015166,-0.00020257050880184528,0.9999998255555346,-0.0003611778050194948,8.269334964634676e-05,-0.0005993693059743092,0.21360382679001857,-0.007831940549080405,-0.009932310036187716,-0.03436473653269783,0.007518151219740855,-0.0587628002434033,49.39999999999999,45.89999999999999,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.07002334111370456,0.00648767420967006,-0.00024351433346373033,-0.00030218934707539063,0.9999995842850524,-0.000533003210743488,0.00012028096315817607,-0.0008931826025183792,0.2539642956194863,-0.009261041895467089,-0.01180858349867397,-0.03985336686249652,0.008797821950364944,-0.0697965484403614,49.29999999999999,46.04999999999999,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.0800266755585195,0.009027119096839715,-0.0003407874591901636,-0.0004207848913128066,0.9999991610788793,-0.000732272621496829,0.00016426202154524056,-0.0012421646317492185,0.2935598616504801,-0.01063460983541151,-0.013648585430553434,-0.04471526169112452,0.010022020653148446,-0.0805827428063624,49.19999999999999,46.19999999999999,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.09003001000333444,0.011962399235903616,-0.0004546266395947302,-0.0005580738730534467,0.9999984886438618,-0.0009558526329290194,0.00021435474794553446,-0.0016450778906372452,0.3324001105732468,-0.01194912384631698,-0.015452533021136867,-0.048923310814112296,0.01118965432022876,-0.09111911110027955,49.09999999999999,46.34999999999999,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.10003334444814937,0.015285922217544629,-0.0005853501302383996,-0.00071378496499952,0.9999974933438515,-0.001200474358435593,0.00027026984808087106,-0.0021006736546408957,0.3704947107255849,-0.013201386860046582,-0.017220652000361956,-0.052470973001632684,0.012299690488272778,-0.10140393914960788,48.999999999999986,46.499999999999986,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.11003667889296431,0.018990187583733616,-0.0007333438357719029,-0.0008876578339967849,0.9999960966901065,-0.0014628362899065147,0.00033171057610643906,-0.002607694768535989,0.40785340028177897,-0.014388515112804413,-0.01895317870392598,-0.055369250543461146,0.013351167585841388,-0.11143604903684182,48.899999999999984,46.649999999999984,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.12004001333777925,0.02306778776208629,-0.0008990555836619555,-0.001079442216217533,0.9999942166109022,-0.0017396920336182002,0.0003983729790654998,-0.0031648783125073983,0.4444859751621334,-0.015507926126520714,-0.020650363278316448,-0.057643047997181486,0.01434321007699527,-0.12121477105300305,48.79999999999998,46.79999999999998,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.1300433477825942,0.02751140886413645,-0.0010829896116652659,-0.0012888970179468684,0.9999917684874096,-0.0020279198420005626,0.00046994634048419905,-0.0037709581138375917,0.48040227763601506,-0.01655732545260605,-0.02231247348003089,-0.05932739703458587,0.015275045677487775,-0.13073991208399507,48.69999999999998,46.94999999999998,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.14004668222740912,0.032313831356412324,-0.0012857012733598053,-0.0015157894452709297,0.9999886659687038,-0.002324573271258132,0.0005461138159117006,-0.00442466708941571,0.5156121855899132,-0.017534692748562057,-0.023939798585698197,-0.06046391800929979,0.01614602224478711,-0.14001172269555207,48.59999999999998,47.09999999999998,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.15005001667222406,0.037467930612729586,-0.0015077919641483808,-0.001759894165804243,0.9999848215955486,-0.0026269141478190705,0.0006265532330986243,-0.005124739416398109,0.5501256024312812,-0.018438267652186174,-0.025532653034494975,-0.06109775574835096,0.016955622490048415,-0.14903086459996,48.49999999999998,47.24999999999998,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.160053351117039,0.042966677355644384,-0.0017499042684725958,-0.0020209925053547894,0.9999801472705009,-0.0029324302140766546,0.0007109380177050574,-0.005869912536849868,0.583952447598679,-0.019266535796102612,-0.02709137954309926,-0.06127510303802725,0.017703475282869162,-0.15779837958152,48.39999999999998,47.39999999999998,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.17005668556185394,0.0488031379945474,-0.0020127173275558273,-0.0022988716821079466,0.9999745546126629,-0.0032388403912903888,0.0007989382009681174,-0.006658929007161459,0.6171026476488445,-0.020018215189200834,-0.028616351545341725,-0.06104132805673765,0.01838936290714219,-0.1663156604339386,48.299999999999976,47.549999999999976,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.18006002000666887,0.05497047486742933,-0.0022969424258348485,-0.0025933240805247506,0.9999679552314792,-0.0035440906788742196,0.0008902214668180181,-0.007490538205096226,0.6495861278916777,-0.020692243094418656,-0.030107974901308197,-0.060439657179888674,0.019013224112266015,-0.1745844240709046,48.199999999999974,47.699999999999974,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.1900633544514838,0.061461946392911845,-0.0026033187933192244,-0.0029041465667137886,0.9999602609476268,-0.0038463434665423407,0.0009844542005204712,-0.008363497907330635,0.6814128045446571,-0.02128776345930875,-0.0315666888892172,-0.05951032941254202,0.01957515316224848,-0.18260668671660352,48.09999999999997,47.84999999999997,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.20006668889629875,0.06827090713871756,-0.0029326096204005565,-0.003231139846570289,0.9999513839820477,-0.004143962617182796,0.0010813025073090738,-0.009276575749121578,0.7125925773788749,-0.021804114906435978,-0.03299296653864383,-0.05829012637012626,0.02007539531837822,-0.19038474094543384,47.99999999999997,47.99999999999997,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.2100700233411137,0.07539080781234944,-0.003285598281081188,-0.00357410786750106,0.9999412371276541,-0.004435496198042715,0.0011804331763632433,-0.010228550575935367,0.743135322829661,-0.022240819261160373,-0.03438731438927619,-0.05681218453254054,0.020514339317910635,-0.19792113428902636,47.89999999999997,48.14999999999997,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.22007335778592862,0.0828151951793651,-0.003663084760167427,-0.003932857264087771,0.9999297339127965,-0.0047196582715334,0.0012815145720503362,-0.011218213694963744,0.7730508875456429,-0.0225975705798946,-0.03575027177014088,-0.05510600775163954,0.020892507456626526,-0.20521864913332338,47.79999999999997,48.29999999999997,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.23007669223074356,0.09053771191426482,-0.004065882279644448,-0.004307196847598207,0.9999167887614023,-0.0049953107469445,0.0013842174401286745,-0.012244370032711543,0.8023490823510571,-0.02287422463774001,-0.037082409694747756,-0.05319761274342351,0.021210543871893327,-0.21228028366392096,47.69999999999997,48.44999999999997,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.2400800266755585,0.09855209638866531,-0.004494814119194054,-0.004696937138846201,0.9999023171517208,-0.005261445958077915,0.0014882156214174739,-0.01330583920340432,0.8310396765971654,-0.0230707888365389,-0.03838432946175386,-0.05110975534451852,0.021469201576029866,-0.21910923366614982,47.599999999999966,48.599999999999966,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.25008336112037344,0.10685218240110274,-0.004950710625613915,-0.005101889943533182,0.9998862357736464,-0.005517170370760111,0.0015931866692686773,-0.014401456491870962,0.8591323928797352,-0.023187412499858166,-0.039656661041461476,-0.04886219888174191,0.021669328723542988,-0.22570887503602113,47.499999999999964,48.749999999999964,-0.08726646259971647,0.06981317007977318,900.0,900.0
0.2600866955651884,0.11543189885250038,-0.005434406405734645,-0.005521867968881774,0.9998684626834351,-0.005761689630973017,0.0016988123701074623,-0.015530073753786818,0.8866369021006931,-0.02322437752820162,-0.04090006131778066,-0.04647199732126855,0.021811854521671278,-0.2320827469028231,47.39999999999996,48.89999999999996,-0.08726646259971647,0.06981317007977318,900.0,900.0
